"ROW_ID","ROW_VERSION","ROW_ETAG","id","createdOn","createdBy","etag","type","currentVersion","parentId","benefactorId","projectId","modifiedOn","modifiedBy","BrodmannArea","PMI","assay","concreteType","study","consortium","dataSubtype","dataType","fileFormat","group","isStranded","libraryPrep","organ","platform","read","readLength","readStrandOrigin","runType","species","specimenID","specimenIdSource","tissue","name","dataFileHandleId","RIN"
"8616040","1","7f77b0dc-7ab2-11e9-98fa-026b0a0ad230","syn8616040","1491518349433","2223305","7f77b0dc-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1493975597502","2223305",,"4","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R1","101",,"pairedEnd","Human","886_CER","MayoRNAseq","cerebellum","886_CER.FCC7AFDACXX_L5IACTTGA.r1.fastq.gz","15086855","8.1"
"8616051","1","7f77b644-7ab2-11e9-98fa-026b0a0ad230","syn8616051","1491518521329","2223305","7f77b644-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1493975599016","2223305",,"4","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R2","101",,"pairedEnd","Human","886_CER","MayoRNAseq","cerebellum","886_CER.FCC7AFDACXX_L5IACTTGA.r2.fastq.gz","15086864","8.1"
"8616072","1","7f77b9d7-7ab2-11e9-98fa-026b0a0ad230","syn8616072","1491518710544","2223305","7f77b9d7-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017353985","3337572",,"38","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R2","101",,"pairedEnd","Human","1933_CER","MayoRNAseq","cerebellum","1933_CER.FCC7KUNACXX_L1ITTAGGC.r2.fastq.gz","15086875","7.8"
"8616165","1","7f77c67a-7ab2-11e9-98fa-026b0a0ad230","syn8616165","1491519802473","2223305","7f77c67a-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017363761","3337572",,"3","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R2","101",,"pairedEnd","Human","1935_CER","MayoRNAseq","cerebellum","1935_CER.FCC7L0WACXX_L3IGTTTCG.r2.fastq.gz","15086942","6.3"
"8616184","1","7f77cc50-7ab2-11e9-98fa-026b0a0ad230","syn8616184","1491519976710","2223305","7f77cc50-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1493975709342","2223305",,,"rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R2","101",,"pairedEnd","Human","871_CER","MayoRNAseq","cerebellum","871_CER.FCC79ALACXX_L6IACTTGA.r2.fastq.gz","15086959","8.3"
"8616205","1","7f77d074-7ab2-11e9-98fa-026b0a0ad230","syn8616205","1491520166331","2223305","7f77d074-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1493975082257","2223305",,,"rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R2","101",,"pairedEnd","Human","797_CER","MayoRNAseq","cerebellum","797_CER.FCC7BMUACXX_L8IATTCCT.r2.fastq.gz","15086978","9.4"
"8616214","1","7f77d37b-7ab2-11e9-98fa-026b0a0ad230","syn8616214","1491520286987","2223305","7f77d37b-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017337628","3337572",,"18","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R1","101",,"pairedEnd","Human","1930_CER","MayoRNAseq","cerebellum","1930_CER.FCC7AFDACXX_L8IACTGAT.r1.fastq.gz","15086991","5.5"
"8616338","1","7f77d849-7ab2-11e9-98fa-026b0a0ad230","syn8616338","1491520474992","2223305","7f77d849-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1493976103565","2223305",,"3","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R1","101",,"pairedEnd","Human","725_CER","MayoRNAseq","cerebellum","725_CER.FCC7L0WACXX_L1IACTTGA.r1.fastq.gz","15087123","9"
"8616455","1","7f77dd93-7ab2-11e9-98fa-026b0a0ad230","syn8616455","1491520627132","2223305","7f77dd93-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1493975434996","2223305",,"15","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R2","101",,"pairedEnd","Human","7016_CER","MayoRNAseq","cerebellum","7016_CER.FCC7983ACXX_L3ICGTACG.r2.fastq.gz","15087166","7"
"8616704","1","7f77e12c-7ab2-11e9-98fa-026b0a0ad230","syn8616704","1491520801042","2223305","7f77e12c-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1493975689723","2223305",,"5","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R2","101",,"pairedEnd","Human","766_CER","MayoRNAseq","cerebellum","766_CER.FCC7KKVACXX_L7ICGTACG.r2.fastq.gz","15087440","7.9"
"8616953","1","7f77e710-7ab2-11e9-98fa-026b0a0ad230","syn8616953","1491520992146","2223305","7f77e710-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1493974962938","2223305",,"5","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R2","101",,"pairedEnd","Human","732_CER","MayoRNAseq","cerebellum","732_CER.FCC7BMUACXX_L8IGAGTGG.r2.fastq.gz","15087562","10"
"8617019","1","7f77ea9f-7ab2-11e9-98fa-026b0a0ad230","syn8617019","1491521161583","2223305","7f77ea9f-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1493975027268","2223305",,,"rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R1","101",,"pairedEnd","Human","744_CER","MayoRNAseq","cerebellum","744_CER.FCC79ETACXX_L6ITAGCTT.r1.fastq.gz","15087670","8.3"
"8617045","1","7f77ef74-7ab2-11e9-98fa-026b0a0ad230","syn8617045","1491521314507","2223305","7f77ef74-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1493975304783","2223305",,"3","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R2","101",,"pairedEnd","Human","6952_CER","MayoRNAseq","cerebellum","6952_CER.FCC7BR1ACXX_L8IGAGTGG.r2.fastq.gz","15087745","9.8"
"8617058","1","7f77f2ff-7ab2-11e9-98fa-026b0a0ad230","syn8617058","1491521516660","2223305","7f77f2ff-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1493976086268","2223305",,"17","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R1","101",,"pairedEnd","Human","7015_CER","MayoRNAseq","cerebellum","7015_CER.FCC7KUNACXX_L6ITAGCTT.r1.fastq.gz","15087754","7.7"
"8617076","1","7f77f600-7ab2-11e9-98fa-026b0a0ad230","syn8617076","1491521688181","2223305","7f77f600-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1493975302919","2223305",,"3","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R1","101",,"pairedEnd","Human","6952_CER","MayoRNAseq","cerebellum","6952_CER.FCC7BR1ACXX_L8IGAGTGG.r1.fastq.gz","15087766","9.8"
"8617094","1","7f77fabd-7ab2-11e9-98fa-026b0a0ad230","syn8617094","1491521842368","2223305","7f77fabd-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1493975190161","2223305",,"9","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R2","101",,"pairedEnd","Human","6925_CER","MayoRNAseq","cerebellum","6925_CER.FCC7E15ACXX_L2IGATCAG.r2.fastq.gz","15087777","7"
"8617110","1","7f77fd1a-7ab2-11e9-98fa-026b0a0ad230","syn8617110","1491521988328","2223305","7f77fd1a-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1493975110916","2223305",,,"rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R1","101",,"pairedEnd","Human","6914_CER","MayoRNAseq","cerebellum","6914_CER.FCC7AFDACXX_L2IGATCAG.r1.fastq.gz","15087791","7.8"
"8617116","1","7f781e02-7ab2-11e9-98fa-026b0a0ad230","syn8617116","1491522136145","2223305","7f781e02-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1493975551145","2223305",,,"rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R2","101",,"pairedEnd","Human","6870_CER","MayoRNAseq","cerebellum","6870_CER.FCC7AFDACXX_L7IGTGGCC.r2.fastq.gz","15087801","9.7"
"8617125","1","7f7822e6-7ab2-11e9-98fa-026b0a0ad230","syn8617125","1491522365005","2223305","7f7822e6-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1493975539535","2223305",,"6","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R2","101",,"pairedEnd","Human","6880_CER","MayoRNAseq","cerebellum","6880_CER.FCC7L0WACXX_L4IACTGAT.r2.fastq.gz","15087808","8.2"
"8617154","1","7f782675-7ab2-11e9-98fa-026b0a0ad230","syn8617154","1491522511956","2223305","7f782675-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017432439","3337572",,"8","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R1","101",,"pairedEnd","Human","1956_CER","MayoRNAseq","cerebellum","1956_CER.FCC7983ACXX_L8IACTGAT.r1.fastq.gz","15087820","8.1"
"8617168","1","7f78296c-7ab2-11e9-98fa-026b0a0ad230","syn8617168","1491522652822","2223305","7f78296c-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017474061","3337572",,"3","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R1","101",,"pairedEnd","Human","6863_CER","MayoRNAseq","cerebellum","6863_CER.FCC7BR1ACXX_L4IGAGTGG.r1.fastq.gz","15087831","9"
"8617216","1","7f782c63-7ab2-11e9-98fa-026b0a0ad230","syn8617216","1491522784470","2223305","7f782c63-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017434284","3337572",,"8","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R2","101",,"pairedEnd","Human","1956_CER","MayoRNAseq","cerebellum","1956_CER.FCC7983ACXX_L8IACTGAT.r2.fastq.gz","15087863","8.1"
"8617292","1","7f7832ae-7ab2-11e9-98fa-026b0a0ad230","syn8617292","1491522918383","2223305","7f7832ae-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017448446","3337572",,"18","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R2","101",,"pairedEnd","Human","1960_CER","MayoRNAseq","cerebellum","1960_CER.FCC7LB6ACXX_L2ITAGCTT.r2.fastq.gz","15087946","7.6"
"8617395","1","7f783941-7ab2-11e9-98fa-026b0a0ad230","syn8617395","1491523078104","2223305","7f783941-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017462424","3337572",,"1","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R2","101",,"pairedEnd","Human","6810_CER","MayoRNAseq","cerebellum","6810_CER.FCC7AFDACXX_L2ITAGCTT.r2.fastq.gz","15087996","8.9"
"8617605","1","7f783e01-7ab2-11e9-98fa-026b0a0ad230","syn8617605","1491523274205","2223305","7f783e01-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017450740","3337572",,"4","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R1","101",,"pairedEnd","Human","1963_CER","MayoRNAseq","cerebellum","1963_CER.FCC7KRCACXX_L7IGTGGCC.r1.fastq.gz","15088203","9.1"
"8617718","1","7f7840f8-7ab2-11e9-98fa-026b0a0ad230","syn8617718","1491523425875","2223305","7f7840f8-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017459697","3337572",,"1","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R1","101",,"pairedEnd","Human","6810_CER","MayoRNAseq","cerebellum","6810_CER.FCC7AFDACXX_L2ITAGCTT.r1.fastq.gz","15088294","8.9"
"8617885","1","7f7845bb-7ab2-11e9-98fa-026b0a0ad230","syn8617885","1491523578186","2223305","7f7845bb-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017465922","3337572",,,"rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R1","101",,"pairedEnd","Human","6819_CER","MayoRNAseq","cerebellum","6819_CER.FCC79ETACXX_L3IGTTTCG.r1.fastq.gz","15088451","9.4"
"8618010","1","7f784a7a-7ab2-11e9-98fa-026b0a0ad230","syn8618010","1491523774485","2223305","7f784a7a-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017456707","3337572",,"33","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R2","101",,"pairedEnd","Human","1964_CER","MayoRNAseq","cerebellum","1964_CER.FCC7DRJACXX_L8IGAGTGG.r2.fastq.gz","15088557","9.2"
"8618081","1","7f785387-7ab2-11e9-98fa-026b0a0ad230","syn8618081","1491523941809","2223305","7f785387-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017409723","3337572",,"13","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R1","101",,"pairedEnd","Human","1950_CER","MayoRNAseq","cerebellum","1950_CER.FCC7KRCACXX_L8IGAGTGG.r1.fastq.gz","15088647","7.6"
"8618099","1","7f785a20-7ab2-11e9-98fa-026b0a0ad230","syn8618099","1491524123912","2223305","7f785a20-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017454580","3337572",,"33","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R1","101",,"pairedEnd","Human","1964_CER","MayoRNAseq","cerebellum","1964_CER.FCC7DRJACXX_L8IGAGTGG.r1.fastq.gz","15088702","9.2"
"8618118","1","7f785e61-7ab2-11e9-98fa-026b0a0ad230","syn8618118","1491524285188","2223305","7f785e61-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017377208","3337572",,"19","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R2","101",,"pairedEnd","Human","1938_CER","MayoRNAseq","cerebellum","1938_CER.FCC7KRCACXX_L2ITAGCTT.r2.fastq.gz","15088715","6.7"
"8618145","1","7f78628c-7ab2-11e9-98fa-026b0a0ad230","syn8618145","1491524438936","2223305","7f78628c-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017381798","3337572",,"14","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R2","101",,"pairedEnd","Human","1940_CER","MayoRNAseq","cerebellum","1940_CER.FCC7KKVACXX_L7IGTTTCG.r2.fastq.gz","15088732","7.5"
"8618158","1","7f7865a5-7ab2-11e9-98fa-026b0a0ad230","syn8618158","1491524561420","2223305","7f7865a5-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017390398","3337572",,"6","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R1","101",,"pairedEnd","Human","1942_CER","MayoRNAseq","cerebellum","1942_CER.FCC7LB6ACXX_L7IGTTTCG.r1.fastq.gz","15088740","6.6"
"8618198","1","7f786e3d-7ab2-11e9-98fa-026b0a0ad230","syn8618198","1491524726683","2223305","7f786e3d-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017395312","3337572",,"5","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R1","101",,"pairedEnd","Human","1943_CER","MayoRNAseq","cerebellum","1943_CER.FCC7KKVACXX_L5IACTTGA.r1.fastq.gz","15088759","5.9"
"8618204","1","7f78724b-7ab2-11e9-98fa-026b0a0ad230","syn8618204","1491524854404","2223305","7f78724b-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017373682","3337572",,,"rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R2","101",,"pairedEnd","Human","1937_CER","MayoRNAseq","cerebellum","1937_CER.FCC7BR1ACXX_L1IACTTGA.r2.fastq.gz","15088769","8.5"
"8618222","1","7f787554-7ab2-11e9-98fa-026b0a0ad230","syn8618222","1491525011531","2223305","7f787554-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017282932","3337572",,,"rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R2","101",,"pairedEnd","Human","134_CER","MayoRNAseq","cerebellum","134_CER.FCC7E15ACXX_L8IATTCCT.r2.fastq.gz","15088778","7.6"
"8618236","1","7f7879a9-7ab2-11e9-98fa-026b0a0ad230","syn8618236","1491525205207","2223305","7f7879a9-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017294119","3337572",,"3","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R1","101",,"pairedEnd","Human","142_CER","MayoRNAseq","cerebellum","142_CER.FCC7L0WACXX_L8IACTGAT.r1.fastq.gz","15088792","9.2"
"8618389","1","7f78958a-7ab2-11e9-98fa-026b0a0ad230","syn8618389","1491526345470","2223305","7f78958a-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017289372","3337572",,"5","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R1","101",,"pairedEnd","Human","141_CER","MayoRNAseq","cerebellum","141_CER.FCC7DJAACXX_L8IATTCCT.r1.fastq.gz","15088935","7.9"
"8618508","1","7f789b17-7ab2-11e9-98fa-026b0a0ad230","syn8618508","1491526527927","2223305","7f789b17-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017277508","3337572",,"7","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R2","101",,"pairedEnd","Human","1302_CER","MayoRNAseq","cerebellum","1302_CER.FCC7LB6ACXX_L2IGATCAG.r2.fastq.gz","15089043","9.5"
"8618586","1","7f789eb1-7ab2-11e9-98fa-026b0a0ad230","syn8618586","1491526653351","2223305","7f789eb1-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017319054","3337572",,"14","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R1","101",,"pairedEnd","Human","1923_CER","MayoRNAseq","cerebellum","1923_CER.FCC7983ACXX_L8IGAGTGG.r1.fastq.gz","15089077","7.4"
"8618720","1","7f78a2e2-7ab2-11e9-98fa-026b0a0ad230","syn8618720","1491526779158","2223305","7f78a2e2-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017326251","3337572",,"2","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R2","101",,"pairedEnd","Human","1924_CER","MayoRNAseq","cerebellum","1924_CER.FCC7983ACXX_L2IGATCAG.r2.fastq.gz","15089186","5.5"
"8618941","1","7f78aa48-7ab2-11e9-98fa-026b0a0ad230","syn8618941","1491526938875","2223305","7f78aa48-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017305567","3337572",,,"rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R1","101",,"pairedEnd","Human","14553_CER","MayoRNAseq","cerebellum","14553_CER.FCC7E15ACXX_L7ICGTACG.r1.fastq.gz","15089408","7.6"
"8619165","1","7f78afd6-7ab2-11e9-98fa-026b0a0ad230","syn8619165","1491527129737","2223305","7f78afd6-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017300165","3337572",,"3","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R2","101",,"pairedEnd","Human","14549_CER","MayoRNAseq","cerebellum","14549_CER.FCC7DJAACXX_L5IATCACG.r2.fastq.gz","15089532","8.8"
"8619205","1","7f78b2db-7ab2-11e9-98fa-026b0a0ad230","syn8619205","1491527307922","2223305","7f78b2db-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017303867","3337572",,"16","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R2","101",,"pairedEnd","Human","14552_CER","MayoRNAseq","cerebellum","14552_CER.FCC7KUNACXX_L8IGAGTGG.r2.fastq.gz","15089643","8.8"
"8619275","1","7f78caf2-7ab2-11e9-98fa-026b0a0ad230","syn8619275","1491528354185","2223305","7f78caf2-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017258937","3337572",,"20","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R1","101",,"pairedEnd","Human","1258_CER","MayoRNAseq","cerebellum","1258_CER.FCC7AFDACXX_L6IGGCTAC.r1.fastq.gz","15089703","7.3"
"8619300","1","7f78d072-7ab2-11e9-98fa-026b0a0ad230","syn8619300","1491528520035","2223305","7f78d072-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017269229","3337572",,"22","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R2","101",,"pairedEnd","Human","127_CER","MayoRNAseq","cerebellum","127_CER.FCC7E15ACXX_L5IACTTGA.r2.fastq.gz","15089713","5.7"
"8619319","1","7f78d696-7ab2-11e9-98fa-026b0a0ad230","syn8619319","1491528692998","2223305","7f78d696-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017242157","3337572",,"4","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R2","101",,"pairedEnd","Human","1183_CER","MayoRNAseq","cerebellum","1183_CER.FCC7E15ACXX_L6ITAGCTT.r2.fastq.gz","15089718","7.2"
"8619328","1","7f78d86a-7ab2-11e9-98fa-026b0a0ad230","syn8619328","1491528835031","2223305","7f78d86a-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017239847","3337572",,"4","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R1","101",,"pairedEnd","Human","1183_CER","MayoRNAseq","cerebellum","1183_CER.FCC7E15ACXX_L6ITAGCTT.r1.fastq.gz","15089722","7.2"
"8619331","1","7f78da3d-7ab2-11e9-98fa-026b0a0ad230","syn8619331","1491529028356","2223305","7f78da3d-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017233411","3337572",,"16","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R2","101",,"pairedEnd","Human","1169_CER","MayoRNAseq","cerebellum","1169_CER.FCC7L0WACXX_L7ICGTACG.r2.fastq.gz","15089726","8.5"
"8619340","1","7f78dc10-7ab2-11e9-98fa-026b0a0ad230","syn8619340","1491529204160","2223305","7f78dc10-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017247099","3337572",,,"rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R1","101",,"pairedEnd","Human","1200_CER","MayoRNAseq","cerebellum","1200_CER.FCC7DRJACXX_L6IGGCTAC.r1.fastq.gz","15089730","8.5"
"8619346","1","7f78dd49-7ab2-11e9-98fa-026b0a0ad230","syn8619346","1491529357172","2223305","7f78dd49-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017229546","3337572",,"6","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R2","101",,"pairedEnd","Human","1166_CER","MayoRNAseq","cerebellum","1166_CER.FCC79ETACXX_L2ITAGCTT.r2.fastq.gz","15089733","8.5"
"8619366","1","7f78e677-7ab2-11e9-98fa-026b0a0ad230","syn8619366","1491529545369","2223305","7f78e677-7ab2-11e9-98fa-026b0a0ad230","file","1","syn8612213","syn2580853","syn2580853","1494017231995","3337572",,"16","rnaSeq",,"rnaSeqReprocessing","AMP-AD",,"geneExpression","fastq",,"FALSE","polyAselection","brain","HiSeq2000","R1","101",,"pairedEnd","Human","1169_CER","MayoRNAseq","cerebellum","1169_CER.FCC7L0WACXX_L7ICGTACG.r1.fastq.gz","15089745","8.5"
